Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/explore/posts?kind_name=review&kind_name=video&start=2015-01-19T05:00:00.000Z&end=2015-02-20T04:59:59.999Z,1,1,0:02:37,0,0.00%,0.00%,$0.00
/explore/posts?kind_name=review&kind_name=video&start=2015-02-03T05:00:00.000Z&end=2015-03-04T04:59:59.999Z&place_id=54f5c2556f5e2268de95cad9&place_id=54f5c1dd6f5e2268de95cad8&place_id=54f5be80c626970487258010,1,1,0:00:24,0,0.00%,0.00%,$0.00
/explore/posts?kind_name=review&kind_name=video&start=2015-03-06T17:00:00.000Z&end=2015-03-14T16:59:59.999Z,1,1,0:00:15,0,0.00%,0.00%,$0.00
/explore/posts?kind_name=review&kind_name=video&start=2015-03-10T14:00:00.000Z&end=2015-03-11T16:59:59.999Z,1,1,0:00:24,0,0.00%,0.00%,$0.00
/explore/posts?kind_name=video&start=2015-02-11T05:00:00.000Z&end=2015-02-19T04:59:59.999Z&place_id=54e4ecb1c62697136ded733e,1,1,0:00:51,0,0.00%,0.00%,$0.00
/explore/posts?kind_name=video&start=2015-02-12T05:00:00.000Z&end=2015-03-13T03:59:59.999Z,1,1,0:22:59,1,0.00%,0.00%,$0.00
/explore/posts?kind_name=video&start=2015-03-03T17:00:00.000Z&end=2015-03-11T16:59:59.999Z&sources=foursquare&sources=instagram&sources=twitter,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?kind_name=video&start=2015-03-05T17:00:00.000Z&end=2015-03-13T16:59:59.999Z,1,1,0:00:19,0,0.00%,0.00%,$0.00
/explore/posts?kind_name=video&start=2015-03-10T07:00:00.000Z&end=2015-03-11T16:59:59.999Z&place_id=541fe3a6c626974d78c552a8&place_id=53dba8a06f5e224a10a1a071,1,1,0:00:07,1,0.00%,0.00%,$0.00
/explore/posts?kind_name=video&start=2015-03-10T09:00:00.000Z&end=2015-03-11T16:59:59.999Z,1,1,0:00:11,0,0.00%,0.00%,$0.00
/explore/posts?kind_name=video&start=2015-03-10T12:00:00.000Z&end=2015-03-11T16:59:59.999Z,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?kind_name=video&start=2015-03-12T08:00:00.000Z&end=2015-03-13T16:59:59.999Z,1,1,0:02:01,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-100574115&start=2015-03-02 17:00:00&end=2015-03-03 17:00:00,1,1,0:00:10,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-102996976,1,1,0:00:10,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-102996976&start=2015-03-10T17:00:00.000Z&end=2015-03-12T16:59:59.999Z,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=4S-10361124&start=2015-03-10T10:00:00.000Z&end=2015-03-11T10:00:00.000Z,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=4S-108301,1,1,0:01:32,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-108737174,1,1,0:00:40,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-108737174&start=2015-03-17 17:00:00&end=2015-03-18 17:00:00,1,1,0:00:19,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-11692164,1,1,0:00:11,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-121034519&start=2015-03-14 17:00:00&end=2015-03-15 17:00:00,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=4S-13519129&start=2015-03-04 17:00:00&end=2015-03-05 17:00:00,1,1,0:14:23,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-135388&start=2015-03-02 13:00:00&end=2015-03-03 13:00:00,1,1,0:00:19,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-13969877&start=2015-03-16 17:00:00&end=2015-03-17 17:00:00,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=4S-1435418&start=2015-03-01 13:00:00&end=2015-03-02 13:00:00,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=4S-1435418&start=2015-03-01 17:00:00&end=2015-03-02 17:00:00,1,1,0:00:50,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-14526856&start=2015-03-04 17:00:00&end=2015-03-05 17:00:00,1,1,0:00:58,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-15253228&start=2015-03-08 16:00:00&end=2015-03-09 16:00:00,1,1,0:01:00,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-1830464,1,1,0:41:08,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-19325888&start=2015-03-01 13:00:00&end=2015-03-02 13:00:00,1,1,0:03:41,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-20875241&start=2015-02-23 13:00:00&end=2015-02-24 13:00:00,1,1,0:00:09,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-20962322&start=2015-02-24 13:00:00&end=2015-02-25 13:00:00,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=4S-24003349,1,1,0:00:17,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-25313560,1,1,0:00:09,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-27407298&start=2015-02-17 13:00:00&end=2015-02-18 13:00:00,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=4S-28046761&start=2015-03-18 13:00:00&end=2015-03-19 13:00:00,1,1,0:00:00,1,0.00%,100.00%,$0.00
/explore/posts?poster_id=4S-28975018,1,1,0:02:02,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-319571&start=2015-03-12 17:00:00&end=2015-03-13 17:00:00,1,1,0:00:34,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-32635166&start=2015-02-19 13:00:00&end=2015-02-20 13:00:00,1,1,0:00:13,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-33607380&start=2015-03-07 13:00:00&end=2015-03-08 13:00:00,1,1,0:00:25,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-33607380&start=2015-03-07 17:00:00&end=2015-03-08 17:00:00,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=4S-33607380&start=2015-03-07T06:00:00.000Z&end=2015-03-08T06:00:00.000Z&kind_name=video,1,1,0:00:32,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-33607380&start=2015-03-07T10:00:00.000Z&end=2015-03-08T10:00:00.000Z,1,1,0:01:15,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-3965077&start=2015-03-08 13:00:00&end=2015-03-09 13:00:00,1,1,0:00:13,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-40655697&start=2015-03-11 17:00:00&end=2015-03-12 17:00:00,1,1,0:00:10,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-4169957,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=4S-4233257&start=2015-03-14 17:00:00&end=2015-03-15 17:00:00,1,1,0:00:39,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-44814956&start=2015-03-10 13:00:00&end=2015-03-11 13:00:00,1,1,0:01:02,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-4582444,1,1,0:02:56,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-47366404,1,1,0:00:10,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-509725&start=2015-02-25 13:00:00&end=2015-02-26 13:00:00,1,1,0:00:07,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-5220427&start=2015-02-20 13:00:00&end=2015-02-21 13:00:00,1,1,0:00:00,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-5347828&start=2015-03-08 17:00:00&end=2015-03-09 17:00:00,1,1,0:00:00,1,0.00%,100.00%,$0.00
/explore/posts?poster_id=4S-56020995,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=4S-591468&start=2015-03-07 13:00:00&end=2015-03-08 13:00:00,1,1,0:07:49,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-6037436&start=2015-03-16 17:00:00&end=2015-03-17 17:00:00,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=4S-6624933&start=2015-03-03 17:00:00&end=2015-03-04 17:00:00,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=4S-71103258&start=2015-03-03 17:00:00&end=2015-03-04 17:00:00,1,1,0:00:08,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-71799179,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=4S-7319607,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=4S-7319607&start=2015-03-18 11:00:00&end=2015-03-19 11:00:00,1,1,0:00:20,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-73687017&start=2015-03-08 16:00:00&end=2015-03-09 16:00:00,1,1,0:00:55,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-7988349&start=2015-02-17 13:00:00&end=2015-02-18 13:00:00,1,1,0:00:30,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-8472078&start=2015-03-19 17:00:00&end=2015-03-20 17:00:00,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=4S-85101933&start=2015-03-09T06:00:00.000Z&end=2015-03-10T06:00:00.000Z&place_id=541fe69cc626974d74c5528a,1,1,0:00:11,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-85101933&start=2015-03-09T10:00:00.000Z&end=2015-03-10T10:00:00.000Z,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=4S-85101933&start=2015-03-09T10:00:00.000Z&end=2015-03-10T10:00:00.000Z&place_id=53db952e6f5e224a10a1a06e&place_id=53dba60cc62697642a943f60&sources=foursquare&sources=instagram&sources=twitter,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=4S-85101933&start=2015-03-09T10:00:00.000Z&end=2015-03-10T10:00:00.000Z&place_id=53dba60cc62697642a943f60,1,1,0:00:10,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-85101933&start=2015-03-09T10:00:00.000Z&end=2015-03-10T10:00:00.000Z&place_id=541fe8bbc626974d78c552ac&place_id=53db952e6f5e224a10a1a06e&place_id=53dba60cc62697642a943f60,1,1,0:01:19,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-88207975&start=2015-03-01 13:00:00&end=2015-03-02 13:00:00,1,1,0:00:51,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-88594968&start=2015-03-07T17:00:00.000Z&end=2015-03-15T16:59:59.999Z,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=4S-89333990&start=2015-03-08 13:00:00&end=2015-03-09 13:00:00,1,1,0:00:06,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-93972579,1,1,0:00:14,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-96557,1,1,0:00:16,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-96557&start=2015-02-20 13:00:00&end=2015-02-21 13:00:00,1,1,0:01:37,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-96557&start=2015-03-11 13:00:00&end=2015-03-12 13:00:00,1,1,0:00:15,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-100000180076477,1,1,0:03:20,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-100000180076477&start=2015-02-12T13:00:00.000Z&end=2015-02-20T12:59:59.999Z,1,1,0:00:51,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-10152605815612413&start=2015-03-02 13:00:00&end=2015-03-03 13:00:00,1,1,0:00:23,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-10152612296581389&start=2015-03-01 17:00:00&end=2015-03-02 17:00:00,1,1,0:01:32,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-10152653329441631&start=2015-02-17 13:00:00&end=2015-02-18 13:00:00,1,1,0:00:38,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-10152669614285846&start=2015-03-06 17:00:00&end=2015-03-07 17:00:00,1,1,0:00:39,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-10153052504177221&start=2015-03-13 13:00:00&end=2015-03-14 13:00:00,1,1,0:00:00,1,0.00%,100.00%,$0.00
/explore/posts?poster_id=FB-10153093375052822&start=2015-03-06 17:00:00&end=2015-03-07 17:00:00,1,1,0:00:29,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-10153099662842618&start=2015-03-04T10:00:00.000Z&end=2015-03-05T10:00:00.000Z,1,1,0:00:06,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-10153563577907656&start=2015-02-22 13:00:00&end=2015-02-23 13:00:00,1,1,0:00:06,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-10153631509452802,1,1,0:01:22,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-10153632457262516&start=2015-02-26 13:00:00&end=2015-02-27 13:00:00,1,1,0:00:13,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-10155197216900332&start=2015-03-05 13:00:00&end=2015-03-06 13:00:00,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=FB-10155197216900332&start=2015-03-05T02:00:00.000Z&end=2015-03-06T02:00:00.000Z,1,1,0:00:01,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-10155376363935533&start=2015-03-10 13:00:00&end=2015-03-11 13:00:00,1,1,0:00:29,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-10203954952138983&start=2015-03-03 17:00:00&end=2015-03-04 17:00:00,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=FB-10205296207338122&start=2015-03-09T10:00:00.000Z&end=2015-03-10T10:00:00.000Z,1,1,0:00:11,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-10205836753337449&start=2015-03-09 13:00:00&end=2015-03-10 13:00:00,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=FB-10206001669142861&start=2015-02-27 13:00:00&end=2015-02-28 13:00:00,1,1,0:00:05,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-1025472844146954&start=2015-03-04 17:00:00&end=2015-03-05 17:00:00,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=FB-1026979295,1,1,0:00:18,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-1032791853416357,1,1,0:00:10,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-1096007300410499&start=2015-02-23 13:00:00&end=2015-02-24 13:00:00,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=FB-134464096585633&start=2015-02-23 13:00:00&end=2015-02-24 13:00:00,1,1,0:00:09,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-1424635634501283&start=2015-03-02 17:00:00&end=2015-03-03 17:00:00,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=FB-153302594731693&start=2015-02-24 13:00:00&end=2015-02-25 13:00:00,1,1,0:10:43,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-1690028581223059,1,1,0:24:10,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-347677975415962,1,1,0:00:05,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-358359014358163&start=2015-03-13 13:00:00&end=2015-03-14 13:00:00,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=FB-358610611005525&start=2015-03-16 13:00:00&end=2015-03-17 13:00:00,1,1,0:00:15,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-454044878060969,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=FB-560720284030982,1,1,0:00:21,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-560720284030982&start=2015-03-01T06:00:00.000Z&end=2015-03-02T06:00:00.000Z,1,1,0:01:44,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-641158507,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=FB-659810707462786,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=FB-659810707462786&start=2015-02-17 13:00:00&end=2015-02-18 13:00:00,1,1,0:00:19,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-685903554871027&start=2015-03-09 17:00:00&end=2015-03-10 17:00:00,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=FB-733971263384277&start=2015-03-03 17:00:00&end=2015-03-04 17:00:00,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=FB-750239158427937,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=FB-757397054367853&start=2015-03-01 13:00:00&end=2015-03-02 13:00:00,1,1,0:01:20,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-860371320676388&start=2015-03-01 17:00:00&end=2015-03-02 17:00:00,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=FB-868149239903889&start=2015-03-06 17:00:00&end=2015-03-07 17:00:00,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=FB-905416529469103,1,1,0:00:20,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-917679831617856&start=2015-03-01T06:00:00.000Z&end=2015-03-02T06:00:00.000Z,1,1,0:00:27,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-10064848,1,1,0:00:23,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1008588638,1,1,0:07:01,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1010606735,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-1013862067&start=2015-02-22T03:00:00.000Z&end=2015-02-23T04:59:59.999Z,1,1,0:00:03,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1013862067&start=2015-02-22T03:00:00.000Z&end=2015-02-23T04:59:59.999Z&tag_id=54e5e79fc62697136bed734b,1,1,0:00:05,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-10225089&start=2015-03-15 16:00:00&end=2015-03-16 16:00:00,1,1,0:00:29,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-10255539,1,1,0:13:27,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-10380927,1,1,0:00:55,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1040137434&start=2015-03-04 13:00:00&end=2015-03-05 13:00:00,1,1,0:00:04,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1044058&start=2015-02-21 16:00:00&end=2015-02-22 16:00:00,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=IG-1046641926&start=2015-03-13 13:00:00&end=2015-03-14 13:00:00,1,1,0:00:09,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-104815852&start=2015-01-20T13:00:00.000Z&end=2015-02-21T12:59:59.999Z,1,1,0:00:10,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-104815852&start=2015-02-13T13:00:00.000Z&end=2015-02-21T12:59:59.999Z,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-10482883&start=2015-02-22 13:00:00&end=2015-02-23 13:00:00,1,1,0:00:10,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1048492560,1,1,0:00:11,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1050098415,1,1,0:00:17,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-10553263,1,1,0:00:00,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1056127226&start=2015-03-15 17:00:00&end=2015-03-16 17:00:00,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=IG-10577903&start=2015-03-09 17:00:00&end=2015-03-10 17:00:00,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=IG-10719855&start=2015-02-17 13:00:00&end=2015-02-18 13:00:00,1,1,0:28:56,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-10786171,1,1,0:00:13,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1085312802,1,1,0:00:32,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1089224711&start=2015-03-04 13:00:00&end=2015-03-05 13:00:00,1,1,0:00:07,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-109156&start=2015-03-17 13:00:00&end=2015-03-18 13:00:00,1,1,0:08:08,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1097243296,1,1,0:00:10,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-11086051&start=2015-02-24 13:00:00&end=2015-02-25 13:00:00,1,1,0:00:06,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-11176892,1,1,0:01:19,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1118001,1,1,0:00:01,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-11221117,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-11260303,1,1,0:00:13,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1127574406&start=2015-02-24 13:00:00&end=2015-02-25 13:00:00,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-1133990502&start=2015-03-03 13:00:00&end=2015-03-04 13:00:00,1,1,0:00:05,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1141539223&start=2015-02-22 13:00:00&end=2015-02-23 13:00:00,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=IG-11453861,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-1147661510&start=2015-02-19 13:00:00&end=2015-02-20 13:00:00,1,1,0:05:56,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-11513830&start=2015-02-22 13:00:00&end=2015-02-23 13:00:00,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-11545545&start=2015-02-17 13:00:00&end=2015-02-18 13:00:00,1,1,0:00:03,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-11552447,1,1,0:05:30,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-11581527,1,1,0:01:39,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-11641727,1,1,0:00:14,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1175578939,1,1,0:00:03,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-11769499,1,1,0:00:02,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-11796696,1,1,0:00:01,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1181377576&start=2015-03-15 17:00:00&end=2015-03-16 17:00:00,1,1,0:02:51,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1182251051&start=2015-03-11 13:00:00&end=2015-03-12 13:00:00,1,1,0:00:02,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-11873936&start=2015-03-09 13:00:00&end=2015-03-10 13:00:00,1,1,0:00:16,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1198984690,1,1,0:00:18,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1209017584&start=2015-03-04 13:00:00&end=2015-03-05 13:00:00,1,1,0:01:24,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-12152779,1,1,0:00:01,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-12226028,1,1,0:00:02,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1227198465&start=2015-03-15 13:00:00&end=2015-03-16 13:00:00,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=IG-1250835163,1,1,0:00:05,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-12847332,1,1,0:00:17,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1285034,1,1,0:20:59,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1285034&start=2015-02-25T16:00:00.000Z&end=2015-03-05T15:59:59.999Z,1,1,0:00:06,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-12879648,1,1,0:00:40,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-12906620&start=2015-02-22 13:00:00&end=2015-02-23 13:00:00,1,1,0:00:01,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1304855,1,1,0:00:01,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1305272038,1,1,0:00:00,1,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-1314231&start=2015-02-20 13:00:00&end=2015-02-21 13:00:00,1,1,0:00:02,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-13153542,1,1,0:09:02,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1315412,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-1316400339,1,1,0:18:00,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-13197215,1,1,0:00:35,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-13206382,1,1,0:00:04,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1321141130&start=2015-03-14 13:00:00&end=2015-03-15 13:00:00,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-13223362&start=2015-03-08 16:00:00&end=2015-03-09 16:00:00,1,1,0:03:25,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1323837329&start=2015-03-03 13:00:00&end=2015-03-04 13:00:00,1,1,0:00:07,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-13245310&start=2015-03-06 13:00:00&end=2015-03-07 13:00:00,1,1,0:00:27,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1327969468,1,1,0:00:34,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1328501097&start=2015-03-03 13:00:00&end=2015-03-04 13:00:00,1,1,0:00:05,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-13315764,1,1,0:00:03,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1331725889&start=2015-02-10 13:00:00&end=2015-02-11 13:00:00,1,1,0:00:51,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1333811424,1,1,0:00:26,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1335766407,1,1,0:00:35,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1339625479,1,1,0:03:24,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-13478151,1,1,0:02:18,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1352088822&start=2015-02-20 13:00:00&end=2015-02-21 13:00:00,1,1,0:00:05,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-13550971,1,1,0:03:23,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1364967949,1,1,0:00:09,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-13668254&start=2015-03-02 13:00:00&end=2015-03-03 13:00:00,1,1,0:00:14,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-13668254&start=2015-03-03 13:00:00&end=2015-03-04 13:00:00,1,1,0:00:08,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-13682625,1,1,0:00:02,0,0.00%,0.00%,$0.00
