Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/explore/posts?poster_id=IG-186240267,1,1,0:00:19,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-18750043&start=2015-03-02 13:00:00&end=2015-03-03 13:00:00,1,1,0:00:00,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-188051097,1,1,0:00:02,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-188412050,1,1,0:00:09,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-189132403,1,1,0:00:34,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1892682&start=2015-03-02 13:00:00&end=2015-03-03 13:00:00,1,1,0:00:00,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-189802609,1,1,0:00:01,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-190136173,1,1,0:00:01,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-190486795,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-192528836&start=2015-02-20 13:00:00&end=2015-02-21 13:00:00,1,1,0:00:28,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-192862545,1,1,0:01:17,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-19322591&start=2015-03-03 13:00:00&end=2015-03-04 13:00:00,1,1,0:00:05,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-193680706,1,1,0:01:14,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-193907225,1,1,0:03:07,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-193979604,1,1,0:37:07,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-194038289,1,1,0:00:51,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-194227419,1,1,0:00:03,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-194270491&start=2015-03-07 16:00:00&end=2015-03-08 16:00:00,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=IG-194270491&start=2015-03-08 16:00:00&end=2015-03-09 16:00:00,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=IG-194270491&start=2015-03-09 16:00:00&end=2015-03-10 16:00:00,1,1,0:00:55,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-195069832,1,1,0:00:01,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-19545845,1,1,0:22:10,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-19575686,1,1,0:00:03,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-196778200,1,1,0:15:16,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1971022,1,1,0:00:06,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-19715171,1,1,0:01:45,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-198281362,1,1,0:00:20,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1985884,1,1,0:00:01,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-19881435,1,1,0:00:27,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-19988894,1,1,0:00:01,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-200014168&start=2015-03-08 16:00:00&end=2015-03-09 16:00:00,1,1,0:01:04,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-20013488,1,1,0:11:46,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-20045172&start=2015-02-22 13:00:00&end=2015-02-23 13:00:00,1,1,0:01:18,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-200695082&start=2015-03-12 16:00:00&end=2015-03-13 16:00:00,1,1,0:00:27,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-20078924,1,1,0:00:02,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-2013135,1,1,0:00:02,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-201857587&start=2015-02-17 13:00:00&end=2015-02-18 13:00:00,1,1,0:00:48,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-20225872,1,1,0:01:25,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-20240005,1,1,0:02:06,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-203110716,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-20316503&start=2015-03-03 13:00:00&end=2015-03-04 13:00:00,1,1,0:00:06,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-20316503&start=2015-03-15 13:00:00&end=2015-03-16 13:00:00,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=IG-20372090,1,1,0:00:13,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-20510278,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-205899373&start=2015-03-03 13:00:00&end=2015-03-04 13:00:00,1,1,0:00:05,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-20659068,1,1,0:02:31,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-206715727,1,1,0:31:45,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-20742429,1,1,0:00:02,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-207960468,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-20814665,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-20903385,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-209234727&start=2015-02-23 13:00:00&end=2015-02-24 13:00:00,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=IG-20930369,1,1,0:00:00,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-209316401,1,1,0:00:12,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-209963872,1,1,0:00:02,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-210228321&start=2015-03-17 13:00:00&end=2015-03-18 13:00:00,1,1,0:01:14,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-211129948&start=2015-03-02T13:00:00.000Z&end=2015-03-10T12:59:59.999Z,1,1,0:00:08,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-211446821&start=2015-02-22 13:00:00&end=2015-02-23 13:00:00,1,1,0:00:12,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-21149655,1,1,0:00:00,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-211902174,1,1,0:00:24,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-21225019&start=2015-03-14 13:00:00&end=2015-03-15 13:00:00,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=IG-2133696,1,1,0:00:01,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-213909518,1,1,0:00:57,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-214023348&start=2015-03-12 17:00:00&end=2015-03-13 17:00:00,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=IG-214026975,1,1,0:01:45,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-2143555&start=2015-03-19 17:00:00&end=2015-03-20 17:00:00,1,1,0:01:18,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-214568375,1,1,0:00:04,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-215661213&start=2015-03-03 13:00:00&end=2015-03-04 13:00:00,1,1,0:00:11,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-215767390&start=2015-02-17 13:00:00&end=2015-02-18 13:00:00,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=IG-21584428,1,1,0:00:01,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-216471392&start=2015-02-22 13:00:00&end=2015-02-23 13:00:00,1,1,0:00:07,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-216776510,1,1,0:00:01,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-217080786,1,1,0:00:46,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-217448557,1,1,0:00:20,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-2188806,1,1,0:00:01,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-21898056,1,1,0:00:02,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-21901265&start=2015-03-03 13:00:00&end=2015-03-04 13:00:00,1,1,0:00:21,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-21901265&start=2015-03-04 13:00:00&end=2015-03-05 13:00:00,1,1,0:00:27,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-21901265&start=2015-03-10 13:00:00&end=2015-03-11 13:00:00,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=IG-219134427,1,1,0:02:13,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-220180761,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-22091689&start=2015-03-16 13:00:00&end=2015-03-17 13:00:00,1,1,0:00:42,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-22101005&start=2015-03-09 17:00:00&end=2015-03-10 17:00:00,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-22139306&start=2015-03-03 13:00:00&end=2015-03-04 13:00:00,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-22171095,1,1,0:15:59,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-222018364,1,1,0:00:09,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-22263402,1,1,0:00:22,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-222987481&start=2015-03-01 13:00:00&end=2015-03-02 13:00:00,1,1,0:02:05,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-22300800,1,1,0:00:09,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-225642922,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-22602348,1,1,0:00:56,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-22629635,1,1,0:00:02,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-226321640&start=2015-03-14 13:00:00&end=2015-03-15 13:00:00,1,1,0:04:23,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-22682877&start=2015-02-24 13:00:00&end=2015-02-25 13:00:00,1,1,0:00:02,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-22706077,1,1,0:00:01,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-227120212,1,1,0:00:23,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-22742252,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-228147173,1,1,0:02:48,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-228225385&start=2015-03-11 13:00:00&end=2015-03-12 13:00:00,1,1,0:00:00,1,50.00%,100.00%,$0.00
/explore/posts?poster_id=IG-2282656,1,1,0:00:02,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-22862868,1,1,0:00:38,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-228724891&start=2015-03-03 13:00:00&end=2015-03-04 13:00:00,1,1,0:00:04,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-22879199&start=2015-02-20 13:00:00&end=2015-02-21 13:00:00,1,1,0:00:03,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-22942805,1,1,0:00:23,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-22984156,1,1,0:00:06,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-230222729&start=2015-02-18 13:00:00&end=2015-02-19 13:00:00,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-23052034,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-230815790&start=2015-03-08 13:00:00&end=2015-03-09 13:00:00,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=IG-231622391&start=2015-02-20 13:00:00&end=2015-02-21 13:00:00,1,1,0:00:02,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-231748949&start=2015-03-18 13:00:00&end=2015-03-19 13:00:00,1,1,0:00:27,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-231748949&start=2015-03-18T06:00:00.000Z&end=2015-03-19T06:00:00.000Z,1,1,0:00:33,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-231872436,1,1,0:03:41,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-23208199,1,1,0:00:02,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-232178655,1,1,0:01:58,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-23247714,1,1,0:15:21,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-232847697&start=2015-02-24 13:00:00&end=2015-02-25 13:00:00,1,1,0:03:18,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-23359800,1,1,0:03:35,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-23383733,1,1,0:00:02,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-233960121,1,1,0:00:17,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-234447570&start=2015-03-18 13:00:00&end=2015-03-19 13:00:00,1,1,0:01:09,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-234615609,1,1,0:00:12,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-235190220,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-235543824,1,1,0:02:36,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-23588961,1,1,0:02:46,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-236055733&start=2015-03-13 17:00:00&end=2015-03-14 17:00:00,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=IG-239871899,1,1,0:01:06,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-240470995&start=2015-02-01T14:00:00.000Z&end=2015-03-02T13:59:59.999Z,1,1,0:00:12,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-240485929&start=2015-03-08 13:00:00&end=2015-03-09 13:00:00,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=IG-240745403,1,1,0:00:00,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-24101272,1,1,0:00:01,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-24180411,1,1,0:00:00,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-243564910&start=2015-03-12 17:00:00&end=2015-03-13 17:00:00,1,1,0:00:00,1,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-245656028&start=2015-02-22 13:00:00&end=2015-02-23 13:00:00,1,1,0:00:11,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-24579428&start=2015-02-19T04:00:00.000Z&end=2015-02-20T04:59:59.999Z,1,1,0:00:04,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-24620154,1,1,0:00:02,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-246535213,1,1,0:03:20,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-2469638&start=2015-03-19T01:00:00.000Z&end=2015-03-20T15:59:59.999Z,1,1,0:01:41,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-24696638,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-24712133&start=2015-02-19T13:00:00.000Z&end=2015-02-23T12:59:59.999Z,1,1,0:00:40,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-247161198&start=2015-02-24 13:00:00&end=2015-02-25 13:00:00,1,1,0:00:12,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-247219000&start=2015-03-12 13:00:00&end=2015-03-13 13:00:00,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=IG-248295139,1,1,0:14:00,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-248385726,1,1,0:00:17,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-2485625,1,1,0:08:27,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-249662144&start=2015-03-17 13:00:00&end=2015-03-18 13:00:00,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-250545593,1,1,0:00:09,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-25110505,1,1,0:13:42,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-25110505&start=2015-03-19 14:00:00&end=2015-03-20 14:00:00,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=IG-25135888,1,1,0:06:26,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-252445504&start=2015-02-17 13:00:00&end=2015-02-18 13:00:00,1,1,0:00:30,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-253846405&start=2015-03-05 13:00:00&end=2015-03-06 13:00:00,1,1,0:00:01,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-253869470,1,1,0:00:21,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-253869470&start=2015-03-18T08:00:00.000Z&end=2015-03-19T12:59:59.999Z,1,1,0:00:07,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-254015566,1,1,0:00:01,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-25424715,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-25453231&start=2015-02-26T13:00:00.000Z&end=2015-03-06T12:59:59.999Z,1,1,0:00:08,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-254973733,1,1,0:00:39,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-257031730,1,1,0:00:22,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-25837431&start=2015-02-19 13:00:00&end=2015-02-20 13:00:00,1,1,0:00:45,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-259308067&start=2015-02-22 13:00:00&end=2015-02-23 13:00:00,1,1,0:00:00,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-26178218&start=2015-03-06 13:00:00&end=2015-03-07 13:00:00,1,1,0:01:55,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-26217896,1,1,0:00:23,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-26255423,1,1,0:00:07,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-263238185,1,1,0:00:18,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-264062366,1,1,0:07:38,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-26411354,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-26411354&start=2015-03-18 13:00:00&end=2015-03-19 13:00:00,1,1,0:00:31,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-264759471&start=2014-02-28T13:00:00.000Z&end=2015-03-20T12:59:59.999Z,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-265287142&start=2015-03-14 13:00:00&end=2015-03-15 13:00:00,1,1,0:00:05,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-265448096&start=2015-03-15 16:00:00&end=2015-03-16 16:00:00,1,1,0:01:47,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-26557033&start=2015-03-11 13:00:00&end=2015-03-12 13:00:00,1,1,0:02:17,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-265713737&start=2014-01-31T13:00:00.000Z&end=2015-02-19T12:59:59.999Z,1,1,0:03:20,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-26588446,1,1,0:00:02,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-266364717,1,1,0:04:37,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-26685543,1,1,0:00:07,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-267925797,1,1,0:01:04,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-26801661&start=2015-03-10 17:00:00&end=2015-03-11 17:00:00,1,1,0:00:59,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-2692900,1,1,0:00:02,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-26970445,1,1,0:00:20,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-27032902&start=2015-03-16 17:00:00&end=2015-03-17 17:00:00,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=IG-27046725,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-271165935,1,1,0:00:18,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-271256180,1,1,0:00:18,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-27172178&start=2015-02-20 13:00:00&end=2015-02-21 13:00:00,1,1,0:00:08,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-27229480,1,1,0:00:02,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-273444585,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-274014070,1,1,0:00:11,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-2740395,1,1,0:00:32,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-27408568,1,1,0:00:28,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-27439147,1,1,0:00:33,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-27462344,1,1,0:25:46,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-27462539,1,1,0:00:01,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-27502779,1,1,0:00:01,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-275215475,1,1,0:00:23,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-27538462,1,1,0:00:00,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-27541607,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-2766301,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-27680779,1,1,0:00:01,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-278252510&start=2015-02-13 13:00:00&end=2015-02-14 13:00:00,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=IG-28004898,1,1,0:00:23,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-28091648,1,1,0:00:01,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-281705724,1,1,0:00:16,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-282627011&start=2015-03-12 13:00:00&end=2015-03-13 13:00:00,1,1,0:00:00,1,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-28354821,1,1,0:16:19,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-28354821&start=2015-03-14T05:00:00.000Z&end=2015-03-15T12:59:59.999Z,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-28470411,1,1,0:00:14,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-28470411&start=2015-02-24 13:00:00&end=2015-02-25 13:00:00,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-286104776&start=2015-03-06 14:00:00&end=2015-03-07 14:00:00,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=IG-286104776&start=2015-03-06T04:00:00.000Z&end=2015-03-07T04:00:00.000Z,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=IG-2886197&start=2015-03-14 13:00:00&end=2015-03-15 13:00:00,1,1,0:00:45,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-289317371&start=2015-03-15 13:00:00&end=2015-03-16 13:00:00,1,1,0:03:05,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-29066291&start=2015-03-02 13:00:00&end=2015-03-03 13:00:00,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-29090944&start=2015-02-19 13:00:00&end=2015-02-20 13:00:00,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-2913126&start=2015-02-17 13:00:00&end=2015-02-18 13:00:00,1,1,0:00:06,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-29194200,1,1,0:00:01,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-29309702,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-293146356&start=2015-02-19 13:00:00&end=2015-02-20 13:00:00,1,1,0:00:13,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-29399255,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-29399255&start=2015-03-11T14:00:00.000Z&end=2015-03-19T13:59:59.999Z,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=IG-294170030,1,1,0:00:07,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-2945977&start=2015-02-24 13:00:00&end=2015-02-25 13:00:00,1,1,0:00:06,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-29471291,1,1,0:00:08,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-294768420,1,1,0:00:23,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-29603345,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-296038488&start=2015-03-17 13:00:00&end=2015-03-18 13:00:00,1,1,0:00:26,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-29618318,1,1,0:00:12,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-296538262&start=2015-03-02 13:00:00&end=2015-03-03 13:00:00,1,1,0:00:06,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-297010823,1,1,0:08:04,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-29703002,1,1,0:01:03,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-29739954,1,1,0:00:02,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-297875708,1,1,0:00:12,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-29891576,1,1,0:00:01,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-29922070&start=2015-02-20 13:00:00&end=2015-02-21 13:00:00,1,1,0:00:06,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-29957166,1,1,0:00:48,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-299892021&start=2015-03-03 13:00:00&end=2015-03-04 13:00:00,1,1,0:00:05,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-301432811,1,1,0:01:11,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-301533198,1,1,0:00:32,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-302263996,1,1,0:00:02,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-3023578,1,1,0:00:04,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-30255114,1,1,0:00:47,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-30550826,1,1,0:00:01,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-30554551,1,1,0:00:02,0,0.00%,0.00%,$0.00
